# source_id ra dec pmra pmdec ra_error dec_error pmra_error pmdec_error Dist
3888592540017976448 154.1258799399054 15.43856262125422 -1.2469862659932727 -0.004775744675767042 0.0994722 0.0890959 0.113553084 0.088532545 24.61672
6611877061546133248 333.3547891155101 -33.688775707152374 0.4954858359718622 -1.362853388326404 0.23296453 0.21581088 0.2734774 0.2792278 61.00321
6465069032054917632 323.5558727559122 -53.267482847531156 0.33859905257189316 -2.4124304717262843 0.09372328 0.101023905 0.11666047 0.124335 34.99299
629555928290572032 151.50521567541256 21.8255435157706 -1.027882176795205 -0.2866862393415018 0.1057732 0.07787067 0.12176128 0.08702567 27.48432
6558318720582370048 329.59060526987184 -50.53794802447656 0.43536801579833895 -2.2225785565993954 0.0920039 0.09766658 0.1253228 0.1413703 35.10054
740241152519155968 149.99929934222766 28.145181870485946 -0.6939699871856834 -0.4509169747261816 0.11720132 0.11650894 0.15698428 0.15914613 31.31194
6561409409112267264 331.0249305771717 -46.48205752525843 0.31831553815158253 -1.7021975047989621 0.11333407 0.122149654 0.1357327 0.16211139 40.50175
800813454251637888 144.32147094867548 38.4311839847471 -0.18493240120729038 -1.4728355393771173 0.13328509 0.09887866 0.15100636 0.11996025 38.26816
800895883264108416 143.9132243038648 38.85322157063345 -0.5375639501205797 -0.626203277624593 0.14313394 0.11069337 0.17700215 0.13339487 40.85724
3807285480505638784 160.481467057265 0.5889994022274018 -1.6991029733750938 0.7880894815790457 0.081968136 0.06701605 0.102555096 0.085097216 19.39866
3869822918754406272 158.49380313244498 9.235728756026871 -1.3629781214601653 0.3649417452394784 0.09469622 0.07183879 0.1154021 0.08730102 21.9121 
824633415890711424 145.12250931194998 47.51018426059082 -0.0781976903748256 -1.2082526303889667 0.15721115 0.1475845 0.19853002 0.20722418 47.47855
807301298706617600 147.5466734175232 40.743883858690126 -0.5186330683567996 -0.5181957176518459 0.11214366 0.089784876 0.13905999 0.12840728 37.32211
6422773538450871680 304.1914039014632 -70.29200020199511 -1.0106797534178977 -3.495097932360355 0.051096175 0.07160251 0.06971763 0.086185865 25.45867
6572607831962125056 329.7762830233166 -40.60787730374335 0.5494629712852093 -1.2216261262157406 0.112181485 0.12143929 0.14261948 0.16765556 38.15652
799758408422199680 145.02660287842005 37.00932197722543 -0.25081128664375485 -1.3075577474874258 0.13064936 0.11837512 0.1496245 0.13898335 37.7117 
5802903448609104256 268.91128104241403 -74.90336978252108 -3.31472255011622 -2.6956059783575714 0.0537942 0.05452941 0.06292597 0.07382333 22.9471 
5847179407482829056 206.99360136945523 -69.24177776219544 -4.237620241388415 1.5195005828042762 0.066303626 0.06784581 0.08144099 0.09712756 20.37375
800538438905600640 144.52810965775342 37.581066468924185 -0.7317617929321656 -0.2774476145838639 0.14930134 0.13374051 0.17267452 0.15076026 42.9809 
6423074907716498816 303.0934992799442 -69.34294806184326 -0.975269929149778 -3.4846946650519657 0.045820266 0.06716394 0.062532365 0.0750348 24.66179
6417782236698088576 276.18758558278813 -74.20531250377459 -2.596329348968309 -3.18760104177806 0.06551721 0.07625746 0.07962404 0.10978629 22.48295
6459293778511267200 321.18678987086633 -58.68640704151491 0.08808458702730304 -2.915327480025576 0.07860077 0.09302067 0.08334816 0.10802652 32.21882
824562836691917312 143.8404373579511 47.091103538549696 -0.3702621696657932 -0.8694389447314785 0.15514278 0.12366727 0.18829542 0.16875394 44.66101
6459418126403945984 320.98853469185934 -57.71460155448363 0.1949426916750785 -2.9164179945776527 0.08699082 0.09031703 0.102953136 0.1077791 29.09926
793696212405717504 147.3427951540253 33.39161949309861 -0.6861242629117387 -0.23681010232772487 0.1398121 0.106144875 0.17592295 0.13394526 38.82981
623982645584012928 154.824907361193 18.22602494022232 -0.9945325719274154 -0.10510962532141939 0.10065575 0.103398554 0.14076222 0.1491372 26.93858
5847167239825819392 207.09524207832996 -69.2916069209674 -4.438601736640559 1.5696131285993216 0.07124492 0.07069131 0.08531589 0.09700531 19.03553
6417394727568971136 294.10577561783964 -70.93839441560067 -1.5165231969817348 -3.3166682271428263 0.052172933 0.079956785 0.06551789 0.09406357 25.22561
6573256097145170816 332.4878038552404 -39.99293458104495 0.3659731081109267 -1.7321544059012481 0.18876366 0.14782858 0.23529151 0.19444995 49.65581
6462635537944854144 325.47683386462313 -51.84138640517537 0.33334572763492165 -2.581974053104217 0.11514079 0.107231304 0.15811981 0.15029123 37.11717
5780542680635866624 247.54503339411517 -76.97388870122961 -4.191969361655909 -1.5002762991683547 0.052468486 0.056272868 0.06572437 0.06637323 20.53687
814497323135652864 142.54132070665338 42.57046597059796 -0.5012140129521659 -0.40191255344938553 0.15539214 0.12375853 0.19213566 0.15780158 44.28556
5800846331073688832 267.79229655746724 -76.56836516571585 -3.190679027510358 -2.5236847246866025 0.06494173 0.073640235 0.077704795 0.09109328 22.96462
6459240486556736640 324.07433534666217 -56.671509584316176 0.1461993739111762 -2.9420338249139406 0.07713943 0.072844945 0.09545451 0.114284754 30.79888
5793432594747653376 225.44878752208885 -74.39093430777048 -4.539510011129884 0.16244537154525085 0.043492205 0.049335614 0.050610412 0.06640136 19.38616
738597146412411904 151.89251344285617 24.831495263546827 -0.9277225505702044 -0.2738391528663646 0.12633504 0.12328143 0.15428135 0.1437901 28.44845
6459633390164952064 320.69355227307983 -57.23449626802235 -0.12195814523712234 -2.190290358877582 0.077922784 0.08759032 0.09735967 0.11002052 30.61557
796535460666541696 147.24772055335984 36.61864163957529 -0.35849544775526937 -0.6499989122731996 0.14977804 0.10834374 0.1811136 0.14981428 40.64494
6459507255565439744 321.67633949988215 -57.458492603018406 0.16565234174740096 -2.641740386914619 0.09740609 0.1141484 0.13173892 0.12074619 33.40569
6558596892727989120 327.3396984151707 -51.357668308008236 0.1867194063434342 -2.3133817488452526 0.09208022 0.08592895 0.13327627 0.14687264 35.93378
3763431527951488000 164.40885191523844 -7.647845327840426 -1.768230955974699 1.4064777620564184 0.07224251 0.0544365 0.0818883 0.07053621 18.9457 
5380847251631779840 176.61155772856327 -42.09019334832367 -2.9887455048735347 2.754300606958047 0.04424913 0.037142262 0.047822796 0.04582225 16.99494
3464530597611669504 175.71430309263454 -35.905973411073255 -3.183266892520575 2.736536895806852 0.042558532 0.036336742 0.063658506 0.047610343 14.88751
6450297166352626048 312.65243899866493 -64.49242658495636 -0.32892598437401044 -3.2666613078708053 0.04537067 0.070433356 0.05658401 0.089354895 26.43421
6425035538810325248 311.7233852697564 -67.05690609477547 -0.3902959059422888 -3.4068947753968155 0.042952824 0.05097348 0.057084024 0.07070976 22.04872
794965598579903872 148.83521390871493 33.38853387632656 -0.604260606173441 -0.3859560412654513 0.10421626 0.0786338 0.1434639 0.101140775 29.90037
6416229550183059456 293.88802225073204 -72.85064827215187 -1.6691544523631625 -3.4537241851756266 0.057461254 0.07307017 0.06995064 0.09358232 24.64319
3565774796527976448 167.72188273929115 -12.632350946675668 -2.6293188386224906 1.4902425698184907 0.05811144 0.050578058 0.06791847 0.06502562 15.79355
3534348177226211456 170.88507248820534 -25.012751581142663 -2.8104087800886832 2.309320150451602 0.05466235 0.04546132 0.071589865 0.05464172 16.35709
5385327207462696576 173.69668940244836 -39.18555239176349 -2.7342517245836127 2.872718075576792 0.048614725 0.036949802 0.07070202 0.052615244 16.97688
800283700102935808 147.37899775279072 38.73692294785638 -0.7058052234038561 -0.19352876211550307 0.12600856 0.11117471 0.15419771 0.15048403 38.5197 
6564567275226088192 328.8731647475414 -46.27519315461674 0.3767691249934987 -2.139731225488437 0.11459322 0.09918161 0.15703905 0.14825743 41.21073
6453152043996824192 319.78551535177553 -59.63933065257375 0.004462576575426036 -2.7136500415691844 0.07793019 0.08999321 0.0827364 0.11274019 31.54465
3535318805475705728 171.58361426586268 -22.22269110291395 -2.789437933199032 1.9764171348435275 0.046846896 0.036164783 0.06456338 0.043480758 16.18672
642444953347420416 150.54432571135186 24.257957875787383 -0.690216220003459 -0.17552897787289815 0.11199544 0.08859861 0.1267135 0.10618507 28.53504
5780410292560380416 247.75211295321378 -77.75819895224983 -4.096870698516378 -1.3999683279529953 0.05699989 0.059086796 0.06808709 0.0793402 20.70366
739774238034068736 150.57982933779752 26.598001690994106 -0.9352141889421838 -0.3332976760985109 0.10318285 0.078846626 0.1272787 0.104449205 31.40962
6558584317063723392 327.5093769066967 -51.39985587046301 0.4648108703992369 -1.0634240865660298 0.099125944 0.09448606 0.12317412 0.17568581 37.11012
5379867376317392384 178.47427516680557 -43.681656587860395 -3.2778830058396005 2.824156196064868 0.05139606 0.04265764 0.05830391 0.056294978 16.64579
6599538479498216832 334.18878994759905 -35.136713725746915 0.07991398126693264 -1.1419585121748437 0.21706107 0.19379586 0.29982948 0.23231943 57.82333
3563015842679686016 167.34775249770215 -15.075464436664229 -2.4128467986218127 2.0120064785898064 0.06593125 0.05027595 0.07583399 0.060906455 16.2403 
5781359514697291136 247.3492645379167 -75.09766682355244 -3.965765596066139 -1.4050291189054935 0.047792327 0.051210027 0.05578257 0.07092268 19.71406
6451315000585489792 315.7418346606527 -61.198276322535904 -0.12247202913333188 -3.087580729375801 0.085839234 0.08361825 0.100047864 0.10876467 30.1096 
5781680224196646016 241.991044082246 -75.41771013778074 -4.235851591358005 -1.0189767977121842 0.054186247 0.05606626 0.063259974 0.07099115 21.73173
3563038794985305216 167.1314440799156 -14.771766978196426 -2.328236687969895 1.658537240685872 0.06555186 0.051546693 0.07889236 0.06100949 17.76139
6422933105076249472 305.87518066831603 -69.29763506877515 -0.8019261344884205 -3.503245178304894 0.051996194 0.069083735 0.07038407 0.08372991 25.7729 
813632316722202112 145.6186671616179 41.56253086725586 -0.5664757041470743 -0.528346424147795 0.12785591 0.12069905 0.14300156 0.1465975 39.11229
3757113798562328192 164.39612280720272 -11.117504198208763 -2.098988678469848 1.4345587349225428 0.06766806 0.05044726 0.078148134 0.06408376 18.07761
5778087368092046464 253.17483251733464 -75.8355885495445 -3.8519378055840625 -1.6842511885350022 0.05520354 0.057501152 0.06285453 0.06991213 21.84275
3545871608841048832 169.22173283476133 -19.06353325682905 -2.5572302215364022 2.137842780538047 0.047850806 0.046370294 0.06646839 0.057263378 15.63717
6423112870930751360 304.1975282324368 -68.87834906935622 -0.9147664196802088 -3.5718201270999583 0.04956723 0.07701601 0.067654215 0.10566599 26.61007
5792708879873126400 227.7079400207709 -74.57514073241965 -4.300908955218338 0.16448110904785573 0.058735933 0.061808873 0.07111729 0.07503924 20.46152
5781116488267821056 251.0525722840383 -75.4327560408218 -3.911941533873321 -1.725710206875985 0.052151237 0.055011492 0.06620714 0.07149434 20.82344
814812268794932608 144.29503918869736 43.4294337335125 -0.3416400934990602 -0.7398494710879135 0.14983185 0.11987366 0.19964886 0.17616324 42.8501 
630417842327675776 152.071670280835 23.92787876036728 -0.8112185668884844 -0.18615167131607535 0.14714631 0.13851415 0.18347941 0.17306057 30.73858
6599048269110776704 333.9313256967178 -36.12788203732414 0.23084342663852842 -1.306701168476621 0.2199519 0.16657671 0.298121 0.2046128 51.14248
3478380320953877760 173.14521811260366 -32.190480697072736 -2.815953826313621 2.564357105421532 0.033198766 0.03243878 0.0566734 0.04371005 16.87945
6573547849980828544 332.0931186631575 -38.94579322680484 0.33954068247765284 -1.4853631944596364 0.17175104 0.16579074 0.20795412 0.20854637 51.54407
744466232107315712 148.36048977545946 30.02345927047326 -0.5250320902025222 -0.46081873280297303 0.14906156 0.10559992 0.20966223 0.13489716 34.56437
3558990363108389760 167.3017562498983 -17.888289193110733 -2.292052368614868 1.9148472099314273 0.048027784 0.05466462 0.07243069 0.07360143 16.78096
6451721201411909760 318.5247404929131 -62.094477379986735 -0.11005857805894692 -2.9225644712945202 0.05565272 0.071618944 0.075415306 0.115030445 28.48874
5801592654652401792 262.38297175124535 -75.11211293780184 -3.300921712754022 -2.2613273943882897 0.050627798 0.05772239 0.060570996 0.078455664 21.69437
3890405535908322816 155.36705512767202 17.52018680236169 -1.210258393605228 -0.370982566242075 0.12766844 0.14600857 0.1402117 0.14294228 31.95873
6557684920846755584 329.1417382590519 -52.37368780138365 0.4077135670951637 -2.0083044343644305 0.08971474 0.09538866 0.13637291 0.15191841 34.1624 
819259204916849664 141.77181919450035 46.35948554658447 0.06444543860727298 -0.43307413614737766 0.16764909 0.12476645 0.19509338 0.16572033 44.55229
6558604486230228608 327.54905074802696 -51.231642052112 0.5347357786518055 -2.4643098682599915 0.10500499 0.09214666 0.1381037 0.15127937 39.85755
3563422387104579328 166.80484255608556 -13.897806463082196 -2.2736218469603986 1.8016683052562983 0.069471136 0.053094868 0.0717969 0.06414668 17.22512
623767033930090112 154.5188513501161 17.194451986533235 -1.2159168064848358 0.01852033974561783 0.08718226 0.084552445 0.09848943 0.08111527 24.42245
642802947461337728 150.64721067676476 25.247537248260947 -0.9674708425686098 -0.4582670338358507 0.124398746 0.11203513 0.15086277 0.11805513 30.12812
6561357319748782976 331.32574259082315 -46.608677438793464 0.4473655767967205 -1.9714472575509538 0.12839326 0.12355922 0.16022079 0.15508527 41.7035 
819624487591169152 141.25172735636772 47.49111571935949 -0.37007583695158 -0.4207231940123697 0.15569475 0.13209233 0.18322302 0.15964429 45.66928
3483495523923399296 171.19012767502667 -27.76612879878805 -2.7585707047018837 2.5272860819400282 0.043974496 0.03725148 0.061467964 0.04866479 16.46925
726584152949948544 152.21650702307286 24.690051391428376 -0.6624684939827961 -0.18886075262513677 0.110236116 0.09571417 0.14063637 0.09960833 30.88879
6599638913013339392 335.812260087794 -34.505135606343586 -0.15566793547770832 -0.8743825232937448 0.23401916 0.21848498 0.28706625 0.27660337 55.89226
5801415431419230080 267.042324372794 -75.53590532305417 -3.137983639703614 -2.5162374665020626 0.061124127 0.06614463 0.064235836 0.07827162 22.18439
643637614225731200 150.24351405792186 25.82616815981501 -0.7753068366048144 -0.3484444333530505 0.10003982 0.08846924 0.12329341 0.10263019 27.70957
6558452822344919552 327.1238245991359 -52.001150381220064 0.029282044064047996 -2.453967957498403 0.09545148 0.094067976 0.13647915 0.14466573 36.05515
1023198786299871232 140.12197880021108 54.103793848820956 -0.42352622623678793 -1.3309428573786422 0.118005715 0.10753427 0.14242262 0.12684935 41.76752
825603769261776384 142.6628003069146 47.88662843603017 0.020509971049736397 -0.5009807931617107 0.14381029 0.13494523 0.17174318 0.17394988 43.30709
799823623206083328 146.44757050110962 37.55324300083527 -0.4014293075354787 -0.45435518956285303 0.12827395 0.104371145 0.15141556 0.14575693 39.69152
6571622703903285504 329.882858233885 -42.18328084737598 0.40067850413985223 -1.7759363410448246 0.14467335 0.12592049 0.16481124 0.17097652 43.93671
818328296524953600 141.472449120828 44.886029942255526 0.07943628489381449 -1.561981032367389 0.13963214 0.09065275 0.16628651 0.11434439 40.71542
813706568116922752 145.1235995951998 42.053349004457495 -0.136826951197388 -0.5922190305732735 0.14157207 0.1316296 0.17227317 0.16374287 40.67332
6573531627887214464 331.8849914458021 -39.410813234935205 0.2818380699420352 -0.926179606766758 0.15186496 0.120557375 0.18958896 0.15325736 41.43681
799463292628940672 146.00853737265223 36.265833327093034 -0.3048447181726862 -0.6872070421513599 0.14267813 0.09463609 0.16656056 0.13320631 40.30267
799585024885253632 147.19267580680915 37.1316673493049 -0.7103167083332176 -0.15849014256125765 0.15369903 0.105873734 0.1767895 0.1357914 38.8787 
6573347154749453952 331.52846906087484 -40.15265829806497 0.3066677295762651 -1.6460861976723047 0.15001585 0.1521254 0.17944467 0.1917323 49.21043
812926670775689984 143.48258295308625 39.134016314633406 -0.028847745419138482 -0.7543434914849512 0.16246594 0.13626571 0.18413734 0.14339703 43.57103
801408324401633664 146.0578221298747 40.220710492846784 -0.7122898400929718 -0.3808361803566327 0.12099853 0.1050969 0.1314713 0.13313808 35.53812
